동영상제목,조회수,좋아요수,게시일,댓글내용,댓글작성자,댓글좋아요수,댓글작성일
,,,,거의 혼자 개발하고 있었던 개발자의 멘탈 이슈가 있는 점을 이용해서 가짜로 만들어진 사람들을 이용해 압박해서 목적을 이뤘다는 점이 매우 슬픕니다 😢 이번이 선의로 오픈소스에 기여하는 개발자들에게 시선을 환기하는 기회로 탈바꿈되길 기원해요,@saintstigma,142,2024-04-07T12:56:59Z
,,,,"혼자서 관리하는 프로젝트가 리눅스에서 비중있게 사용되는 코드라니…

역시 컴퓨터 세계는 진짜 집단지성의 세계",@BLUE_PHYSICS,104,2024-04-07T11:59:02Z
,,,,"우분투같은 메이저 배포판에 통합되었다면 진짜 끔찍한 사고였겠네요... 공격주체가 누구인지, 무슨생각으로 이런 미친짓을 벌인건지 정말 궁금합니다...",@SuperLegendaryUnicorn,38,2024-04-07T13:04:45Z
,,,,해커라면 이런식의 침투를 생각해봤을텐데 긴 시간을 투자해서 실제로 실행해 옮기다니 ....  이로인해 오픈소스 커뮤니티가 더 단단해지는 계기가 될지 아니면 반대가 될지...,@myadhvan,35,2024-04-07T12:24:45Z
,,,,최고의 해킹은 역시 사회공학적 해킹이네요,@Cannington,186,2024-04-07T11:44:18Z
,,,,"7:06 xz --version을 돌리지 말고 시스템 패키지매니저를 쓰세요!!!
이 백도어가 sshd만 건드는지 아닌지 확실치 않은데 그대로 실행시키는건 리스크가 너무 큼
apt show xz-utils
dnf info xz",@그냥사람-e9f,33,2024-04-08T01:43:48Z
,,,,해당 코드는 최신버전의 unstable 배포판 몇개에만 적용돼서 피해는 거의 없었습니다.,@하지-f7e,47,2024-04-07T12:20:01Z
,,,,최근에 xz 어쩌구 시끄럽길래 무슨일인가 했더니 소름돋네요 ㄷㄷ;;,@kut7728,17,2024-04-07T11:47:43Z
,,,,I love your videos! ❤ Thank you so much for bringing us such amazing content,@EllieT7,4,2024-04-07T13:48:55Z
Vercel 이 수백만 웹사이트를 배포하는 비결은?!,23283,534,2024-03-31T11:30:03Z,"🔥 NextJS 14 시작하기 (무료) 🔥
https://bit.ly/4cCtQnE
.
🔥 당근마켓 클론코딩 (2024 최신 버전) 🔥
https://bit.ly/4aaaZyK
.
📌 직접 만들면서 코딩 배우기  (*무료*)
👉🏻 https://bit.ly/46W9XVC",@nomadcoders,3,2024-03-31T11:51:04Z
,,,,어떤 조합으로 할까 고민하다가 Picocss + SvelteKit + Supabae + Vercel 이 제일 속시원할 거 같아 시도 중 이에요 😅,@joywins2dois2be43,10,2024-03-31T12:17:33Z
,,,,"오늘 vercel에 프로젝트 하나 배포했는데, 마침 딱 좋은 영상이네요ㅎㅎ",@HelpToBright,6,2024-03-31T12:11:20Z
,,,,"청첩장을 직접 만들어서 공개해 본적이 있었는데
개발 + 배포 + 도메인 연결까지 이렇게 쉬울수가 없었음 짱짱 Vercel",@Square2017,5,2024-03-31T22:36:54Z
,,,,니코쌤 최고~!!,@악동꿀벌,0,2024-04-06T00:38:21Z
,,,,"vercel 진짜 편리함은 엄청난거 같습니다.

json 파일 설정만 잘해놓아도 express나 nest와 같은 서버 배포도 가능하니까요.

다만, 프로젝트에서 도입을 몇 번 해보고 느낀 단점은 vercel 측에서 보안을 이유로 고정IP 제공을 안하기 때문에 특정 서드파티 이용에 발목을 붙잡는 일이 더러 있었고... 로그 확인이나 퍼포먼스 혹은 설정 관리를 하는데 있어서 그렇게 좋다고 느낄 기능이 많지는 않아 앞으로 개선이 되면 진짜 프론트엔드 배포에 있어서 압도적인 플랫폼이 될거 같습니다.",@Radian_n,2,2024-03-31T12:30:34Z
,,,,"AWS 쓰다가 Vercel 써보면 인정할 수 밖에 없음

Vercel은 진짜 말그대로 '딸깍'임
잘 쓰면 AWS가 더 좋다는걸 머리론 알지만 몸은 거부못함 ㅋㅋㅋㅋㅋㅋㅋㅋ


단점이 서버 배포가 거시기 하다는건데 그것도 설정만 조금 만지면 쉽게 가능해짐",@쿠소개발자,3,2024-03-31T20:51:23Z
,,,,Very nicely explained.,@hrsikeisa,0,2024-03-31T23:12:09Z
,,,,netlify랑 비슷한 것 같아요. 둘이 차이가 있을까요? 차이점을 설명해주시면 조회수 더 올라갈것같아욥,@seoul_Jin500,2,2024-04-01T14:22:08Z
,,,,형님최고에요,@kimjoonsik,0,2024-04-02T14:15:05Z
비트코인 반감기? 개발자가 제대로 설명해줌!,31900,872,2024-03-24T11:30:19Z,"🔥 타입스크립트로 블록체인 만들기 (무료) 🔥
https://bit.ly/4coUlgl
.
🔥 Go 로 암호화폐 만들기 🔥
https://bit.ly/3Pzpow5
.
📌 직접 만들면서 코딩 배우기  (*무료*)
👉🏻 https://bit.ly/46W9XVC",@nomadcoders,5,2024-03-24T11:38:03Z
,,,,"여윽시 영양가 높은 영상이야
정말 감사합니다",@kmskr11,15,2024-03-24T11:42:42Z
,,,,"영상 잘 봤어요 👍
항상 쉬운 설명으로 알려줘서 고마워요 👍",@waatzin,4,2024-03-24T12:16:58Z
,,,,"기본적인 비트코인에
대해 이해하는데 많은
도움이 되었습니다
감사합니다",@Todowe,2,2024-03-25T01:25:10Z
,,,,감사합니다,@새러데이미드나잇,10,2024-03-24T11:31:57Z
,,,,어우 맛있어 설명 영양가 지린다잉,@fulldiver8,0,2024-03-24T13:39:08Z
,,,,코인 관련 영상좀 자주올려줘 형,@빛나다-m4i,2,2024-03-24T22:24:54Z
,,,,Can you please add internationalization to the nomadcoders?,@bhumit070,0,2024-03-24T12:31:25Z
,,,,다봤는데 모르겠다 ㅠㅠ,@haroya,2,2024-03-25T23:17:09Z
,,,,채굴을 하더라도 10분마다 경쟁에서 이긴자에게만 보상이 제공 된다면 계속 경쟁에서 진다면 보상을 받을수 없는건가요? 그렇다면 채굴해도 이익이 거의 없는건지요?,@tegoople,4,2024-03-25T00:25:19Z
"2038년 1월 19일, 컴퓨터는 멈춘다?",70941,1774,2024-03-17T11:10:00Z,"🔥 니꼴라쓰의 NextJS 최신 무료 강의 🔥
https://bit.ly/4acHMD4
.
🔥 니꼴라쓰의 파이썬 2024 무료 강의 🔥
https://bit.ly/4bVXAvB
.
📌 직접 만들면서 코딩 배우기  (*무료*)
👉🏻 https://bit.ly/46W9XVC",@nomadcoders,19,2024-03-17T11:20:35Z
,,,,y2k 때 세상이 망할줄 알았는데 다음날 학원가서 숙제검사하는건 똑같더군요.....,@Cannington,392,2024-03-17T11:14:08Z
,,,,32bit cpu나 32bit 기반 os 를 쓰는곳이 생각보다 많아서.. 특히 발전소나 군장비 등에 많아서 상당한 예산이 들 것임.. 오기전에 미리 해치워야 함,@인생윤,57,2024-03-17T14:44:17Z
,,,,미래: 이번에는 Y292B 문제에 대해 알아볼게요~,@kyuheonrho7814,153,2024-03-17T13:01:57Z
,,,,"몇 달전 어느 블로그에서 봤던 문제를 다뤄주시니 감명깊네요 :) 
안드로이드 같은 모바일 OS도 이미 몇년전에 64비트로 갈아엎어서 크게 문제는되지 않을거라 하는데 
임베디드는 제가 생각 못한 분야였습니다 ㄷㄷ",@songbird345,53,2024-03-17T11:30:04Z
,,,,강남스타일이 먼저 오버플로우 시킨거 생각하면 ㅋㅋㅋ,@pray4skylark,44,2024-03-17T14:21:21Z
,,,,"핵심 내용을 요약하면 다음과 같습니다:

▩ Y2K38 문제는 Y2K 버그와 유사하지만, 유닉스 기반 시스템이 32비트 signed integer 형식을 사용하여 날짜와 시간을 저장하는 방식과 관련이 있습니다.
　◎ 유닉스 시간은 1970년 1월 1일 자정(유닉스 에포크)부터 시작하여 그 이후로 지난 non-leap 초를 계산합니다.
　◎ 32비트 signed integer 형식은 2^31-1(2,147,483,647)개의 양수 값을 허용합니다. 2038년 1월 19일 UTC 기준 03:14:08에 이 최대값에 도달할 것입니다.
　◎ 이 문제가 발생하면 다음 초에 integer overflow가 발생하고 날짜가 음수로 바뀌어 2038년이 아닌 1901년의 날짜로 해석됩니다.
　◎ 이 버그는 Y2K 전환 시 경험했던 문제와 유사하게 정확한 날짜와 시간 계산에 의존하는 시스템에 심각한 문제를 일으킬 수 있습니다.
　◎ 해결책은 시스템을 64비트 signed integer 형식을 사용하도록 업그레이드하는 것이며, 이를 통해 훨씬 더 큰 값을 허용하고 문제를 약 2,920억 년 동안 연기할 수 있습니다.
　◎ 그러나 32비트 마이크로컨트롤러를 사용하는 많은 임베디드 시스템과 장치는 업그레이드가 어렵거나 불가능할 수 있으므로 버그를 피하기 위해 교체가 필요합니다.
　◎ Y2K38 문제에 대비하려면 Y2K 버그와 유사한 두려움과 혼란이 발생할 가능성과 함께 상당한 노력과 비용이 필요할 것입니다.
　◎ 기술 컨설턴트가 기업이 시스템을 감사하고 업그레이드하여 Y2K38 문제를 완화하는 데 도움을 줄 수 있는 기회가 생길 수 있습니다.",@yurisagi,82,2024-03-17T15:10:56Z
,,,,이 문제는 ChatGPT 17.5가 해결해줄것입니다,@taatelier7781,27,2024-03-17T13:42:50Z
,,,,"이 문제 해결(?)하는 겸, 업데이트 없는 앱도 솎아낼 겸 애플이 32비트 앱들 지원을 과감하게 중단해버렸죠. 예뮬레이션이라도 풀어주고 중단하지...",@AlexDraconian,32,2024-03-17T11:52:36Z
,,,,새로운 걸 배워가요. 고마워요 니꼴라스!,@Catsonmars01,12,2024-03-18T02:08:20Z
왜 백악관은 C와 C ++를 쓰지말라는걸까?,170543,4218,2024-03-10T11:30:33Z,"🔥 니꼴라쓰의 파이썬 2024 무료 강의 🔥
https://bit.ly/4bVXAvB
-
📌 직접 만들면서 코딩 배우기  (*무료*)
👉🏻 https://bit.ly/46W9XVC",@nomadcoders,29,2024-03-10T11:41:30Z
,,,,"사용을 찬성하는 이유 : 포인터를 사용해 메모리를 직접 사용할 수 있기 때문에
사용을 반대하는 이유 : 포인터를 사용해 메모리를 직접 사용할 수 있기 때문에",@jbk2676,433,2024-03-10T12:50:05Z
,,,,4:59 핵심은 이 부분인거 같네요. C++을 쓰더라도 스마트포인터 등의 RAII패턴으로 리소스 관리를 한다면 안전하겠지만 어디까지나 이건 사용자의 선택사항이고 언어차원에서 강제되지 않는다는 리스크라는 것.. C++ 개발자인데  Rust에 관심이 생기는군요,@JueonyP,54,2024-03-10T23:46:39Z
,,,,모든 개발자가 제프 딘 같은 사람이였으면 C와 C++로도 충분했을 테지만그렇지 않으니 강제적으로라도...,@nullnull1953,2,2024-04-14T05:04:19Z
,,,,"스타1 유즈맵에서 버퍼 오버 오버플로우를 이용한 거의 해킹에 가까운 기상천외한 맵들이 있었죠. EUD맵이라고 했는데 부르는데 스타 유닛들은 킬을 하면 킬수가 기록되는데 최대 255킬까지만 입력 가능했습니다. 그 말은 8비트 데이터 공간에 킬수를 기록했다는거죠. 유즈맵 기능으로 이 킬수를 고치는 기능이 있었는데, 바로 이 부분에 버퍼 오버플로우 공격에 대한 대비가 스타1에 되어 있지 않았습니다. 그래서 0~255가 아닌 그 외의 값으로 수정함으로써 원래는 해당 유닛들에 절대 고칠수 없는 값을 고칠수 있었고, 더 나아가 스타 전체의 코드와 데이터를 자기 마음대로 수정할 수 있게 되어 그야말로 스타1의 한계를 완전히 무시한 기상천외한  유즈맵들이 등장하게 되었습니다.
당연히 보안상 극히 위험한 유즈맵들이었기에 나중에 버퍼 오버플로우 공격을 방어하는 기능이 추가되는 패치가 이뤄져 잠시동안 EUD맵들이 동작하지 않게 되었지만,
그때문에 유저들의 원성이 워낙 심해지다 보니 아예블리자드에서 버퍼 오버 플로우 공격을 감지하고 무조건 차단하는게 아니라, 안전한 위치에 안전한 값을 수정하는지를 미리 검사 하고 허용해주는 형태로 EUD맵들을 일부나마 지원해주게 됩니다.",@enoeht9629,200,2024-03-10T12:17:19Z
,,,,"젠장 또 Rust를 봐버렸어, 나는 찬양해야만해",@918muse7,399,2024-03-10T11:42:35Z
,,,,이형은 곧 Rust 수업 개설 한다에 한표!,@firsthousetv,13,2024-03-10T13:44:09Z
,,,,"최근 5년 정도 국방에서는 C, C++ 보다는 C# 을 주로 사용하기 시작했습니다. 물론 이이야기는 뉴스에 나오기 전부터 알고는 있었지만, 미국 국방을 중심으로 시작되서 국내에서도 많이 도입되고 있습니다.",@PencilGon-s1q,31,2024-03-10T13:27:34Z
,,,,"Wow, nicely explained and summarised video! Thanks again Nico!",@jonathanpark873,2,2024-07-20T06:11:06Z
,,,,"백악관에서 C 언어를 쓰지 말라라는 뜻은 관공서에서 쓰지 말라라는 뜻 아닌가? 오버 플로우 공격 한번 당하면, 해당 소프트 완전히 멈춰버리니깐, 쓰지말라라는 뜻이겠지! 해서, 오래전부터 각국의 관공서들은 C와 C++를 안 쓰잖아! 한국의 관공서에 들어가는 소프트들도 자바로 하고, 미국도 자바나 C# 일것 같은데... 한데, 백악관의 경고처럼, 군사에 관련된 장비들과소프트웨어들(적은 메모리에 장비나 소프트를 돌릴려고 C나 C++로 썼을텐데...) 이런 것들은 적군에게 오버 플로우 공격당하면, 완전히 멈춰버리니깐, 전쟁중이라면 진짜 큰 일이니깐, 쓰지 말라라는 것이겠지! C나 C++는 그런 곳들에만 쓰지 말라라는 뜻 같애! 솔직히, C나 C++ 안 쓰고 임베디드 프로그램, 라우터 폼웨어 프로그램, 프로토콜, OS, 로봇내 펌웨어 등등을 어떻게 만드나!",@xxxyyyzzz612,18,2024-03-10T16:51:01Z
디스코드가 10조 메시지를 저장하는 방법?!,75594,2418,2024-03-03T11:30:18Z,"🔥 니꼴라쓰의 파이썬 2024 무료 강의 🔥
https://bit.ly/4bVXAvB
-
📌 직접 만들면서 코딩 배우기  (*무료*)
👉🏻 https://bit.ly/46W9XVC",@nomadcoders,15,2024-03-03T11:35:57Z
,,,,기업들의 운영 방식을 다루는 건 매번 재밌는 것 같습니다👍👍👍,@약콩이,45,2024-03-03T12:02:19Z
,,,,저번 주에 인스타그램부터 시작해서 이번 주는 디스코드라니.. 친숙한 주제라서 너무 좋은듯 합니다,@talseng,50,2024-03-03T12:11:17Z
,,,,러스트가 핵심적인 시스템에 적용 사례가 점점 늘고 있군. 한국에도 러스트 사용 사례가 늘었으면 좋겠다.,@user-wg6rk5hw8g,84,2024-03-03T11:56:37Z
,,,,너무 재밌네요! 기술블로그에서 참조하셨던 아티클 링크들도 같이 알려주시면 한번더 읽어보면서 공부할 수 있을 것 같아요! 😊,@jong243,7,2024-03-04T11:30:42Z
,,,,"슬슬 채용 시즌인 한국의 기업들: 네이버, 카카오, 쿠팡, 라인, 배민 등등의 백엔드에 대해서도 설명해주시면 정말 감사할 것 같습니다!",@bbubbu21,4,2024-03-04T11:14:32Z
,,,,여기서도 러스트 출연 대단하다 ㄷ ㄷ,@PlatonBC,11,2024-03-03T11:50:30Z
,,,,언제나 감사하고 사랑합니다.,@cubelitz,5,2024-03-04T23:46:32Z
,,,,"상황에 맞는 효과적인 솔루션을 선택해 가는 과정이 잘 이해되고, 재미있네요!",@kihwanlee5617,3,2024-03-05T02:13:46Z
,,,,너무 좋은 정보 감사합니다. 짧은 영상 하나에 이정도로 쉽게 정리하기가 쉽지 않았을텐데 완벽한 사례네요.,@ryusnews,2,2024-03-09T16:05:07Z
인스타그램 백엔드가 20억 유저를 감당하는 방법!,98104,3352,2024-02-25T11:15:02Z,"🔥 니꼴라쓰의 NextJS 14.0 무료 강의 🔥
https://bit.ly/48Lo8gV
-
📌 직접 만들면서 코딩 배우기  (*무료*)
👉🏻 https://bit.ly/46W9XVC",@nomadcoders,16,2024-02-25T11:21:19Z
,,,,"사용자들이 좋아할 기능을 일단 구현하라는 부분 진짜 중요하네요
오늘도 좋은 영상 감사합니다",@markeb54,16,2024-02-26T04:23:42Z
,,,,0:56 김칫국마시지말고 유저가 뭘 좋아하고 원하는지 본질에 집중하라는 뜻. 안타까운 말이지만 서비스의 95% 이상은 AWS 호스팅이 필요해지는 규모를 갖추기도 전에 흔적도 없이 사라질테니.,@danielchoi2259,141,2024-02-25T11:26:35Z
,,,,진짜 궁금했던게 인스타랑 유튜브의 방대한 데이터 처리였는데 일부분 알게되어 좋네요,@지지-s6h,22,2024-02-25T11:21:42Z
,,,,"유저가 좋아하는데 집중해야하고
엄청난 양의 처리를 미리 만들어야 하는건 아니지만
적어도 정석적으로 만들어서
추후 확장 가능하도록 설계하거나
레거시가 발목잡지 않도록 하는게 중요함
그걸 알려면 대형 시스템을 개발 혹은 운영해본 경험이 중요하고
결국은 작은 코드로 시작해야 하지만 많은걸 생각하고 있어야함",@소스코드-u2k,34,2024-02-25T12:40:31Z
,,,,"개인적으론 이렇게 유명한 서비스의 구조를 설명해주실때 제일 몰입이 잘되는것 같아요
실제로 업무할때도 비슷한 상황이 나왔을 때 유명한 서비스는 어떻게 처리할까가 항상 궁금했거든요
가능하면 노션은 어떻게 구조가 되어있는지 알면 좋을 것 같습니다!!",@keepgoing5087,14,2024-02-25T16:11:37Z
,,,,"생각보단 별게 없네요 ㅋㅋ
간단하게 시작하는게 역시 중요하겠군요",@kdh8219,31,2024-02-25T11:22:56Z
,,,,"오늘 영상은 주로 DB에 대한 내용이네요. 저는 게임 업계에서 DB디자인을 어떻게 하는지 궁금하네요. 단순하게 생각해도 수많은 아이템이 있고, 그 아이템이 각 유저마다 각각의 엔티티로 관리될텐데, 어떻게 그렇게 빠른 속도가 나오는지 알고싶네요. 무작정 1:1 매칭이 되게 연결을 한 걸까요?",@TopOfTheKorea,73,2024-02-25T11:56:45Z
,,,,요즘 취업시장은 현업에 바로 뛸수 있는 사람을 찾고있기때문에 취업준비하는 사람 입장에서는 서비스 유저가 적든 많든 인프라 구성도 열심히 해야한다는게 참.. 아이러니 하네요,@youth-v7x,8,2024-02-25T12:27:59Z
,,,,인스타 터졌다는 소식 보고나니까 이거뜨네 ㅋㅋㅋㅋㅋㅋㅋ,@litmus_star,1,2024-03-06T07:38:50Z
코딩속도 200%? 코파일럿 제대로 활용하는 꿀팁!,58840,1766,2024-02-18T11:15:05Z,"📌 이어드림스쿨 : 청년 대상 집중 AI 교육 프로그램
- 자세히 알아보기 : https://yeardream.ninehire.site/ 
- 주최: 중소벤처기업부, 주관 : 중소벤처기업진흥공단
- 모집기간 :  ~2.26 (월) 16시 마감!
- 이어드림 메타버스 바로가기(2.21일 수요일 18시 Q&A 진행, 졸업생의 프로젝트 소개) : https://zep.us/play/8l6KnP",@nomadcoders,10,2024-02-18T11:40:01Z
